roc_auc,pr_auc,pr_auc_lift,f1,precision,recall,balanced_acc,benign_f1,benign_recall,over_refusal,corridor_frac,gap_means,mean_jb,mean_benign,ece,run_key,seed,verdict
0.7403452380952381,0.9554150228040008,0.05043764723838995,0.9279840518315474,0.9249875807252856,0.931,0.6059761904761904,0.28992628992628994,0.28095238095238095,0.719047619047619,0.16380090497737557,0.21226190476190487,0.8275,0.6152380952380951,0.09999999999999992,full_seed42,42,РАНЖИРУЕТ ВЕРНО
0.7408166666666667,0.9559506820659998,0.05097330650038889,0.9248382279741165,0.9207135777998018,0.929,0.5835476190476191,0.24875621890547264,0.23809523809523808,0.7619047619047619,0.16108597285067874,0.20143571428571427,0.81715,0.6157142857142858,0.10778280542986433,full_seed123,123,РАНЖИРУЕТ ВЕРНО
0.7915333333333333,0.9706677066525911,0.06569033108698019,0.8618331053351572,0.9516616314199395,0.7875,0.7032738095238096,0.3398692810457516,0.6190476190476191,0.38095238095238093,0.09547511312217194,0.3485253499973171,0.744693135160505,0.39616778516318785,0.19340203384376495,full_seed456,456,РАНЖИРУЕТ ВЕРНО
